"Event ID"	"UMASK"	"OTHER"	"COUNTER"	"NAME"	"DESCRIPTION"	"OVERFLOW"	"PRECISE_EVENT"	"LATENCY"	"MSR_INDEX"	"MSR_VALUE"
"0x26"	"0xFF"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.ANY"	"All L2 data requests"	200000	0	0	0	0
"0x26"	"0x4"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.DEMAND.E_STATE"	"L2 data demand loads in E state"	200000	0	0	0	0
"0x26"	"0x1"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.DEMAND.I_STATE"	"L2 data demand loads in I state (misses)"	200000	0	0	0	0
"0x26"	"0x8"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.DEMAND.M_STATE"	"L2 data demand loads in M state"	200000	0	0	0	0
"0x26"	"0xF"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.DEMAND.MESI"	"L2 data demand requests"	200000	0	0	0	0
"0x26"	"0x2"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.DEMAND.S_STATE"	"L2 data demand loads in S state"	200000	0	0	0	0
"0x26"	"0x40"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.PREFETCH.E_STATE"	"L2 data prefetches in E state"	200000	0	0	0	0
"0x26"	"0x10"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.PREFETCH.I_STATE"	"L2 data prefetches in the I state (misses)"	200000	0	0	0	0
"0x26"	"0x80"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.PREFETCH.M_STATE"	"L2 data prefetches in M state"	200000	0	0	0	0
"0x26"	"0xF0"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.PREFETCH.MESI"	"All L2 data prefetches"	200000	0	0	0	0
"0x26"	"0x20"	"0x53"	"0,1,2,3"	"L2_DATA_RQSTS.PREFETCH.S_STATE"	"L2 data prefetches in the S state"	200000	0	0	0	0
"0xF1"	"0x7"	"0x53"	"0,1,2,3"	"L2_LINES_IN.ANY"	"L2 lines alloacated"	100000	0	0	0	0
"0xF1"	"0x4"	"0x53"	"0,1,2,3"	"L2_LINES_IN.E_STATE"	"L2 lines allocated in the E state"	100000	0	0	0	0
"0xF1"	"0x2"	"0x53"	"0,1,2,3"	"L2_LINES_IN.S_STATE"	"L2 lines allocated in the S state"	100000	0	0	0	0
"0xF2"	"0xF"	"0x53"	"0,1,2,3"	"L2_LINES_OUT.ANY"	"L2 lines evicted"	100000	0	0	0	0
"0xF2"	"0x1"	"0x53"	"0,1,2,3"	"L2_LINES_OUT.DEMAND_CLEAN"	"L2 lines evicted by a demand request"	100000	0	0	0	0
"0xF2"	"0x2"	"0x53"	"0,1,2,3"	"L2_LINES_OUT.DEMAND_DIRTY"	"L2 modified lines evicted by a demand request"	100000	0	0	0	0
"0xF2"	"0x4"	"0x53"	"0,1,2,3"	"L2_LINES_OUT.PREFETCH_CLEAN"	"L2 lines evicted by a prefetch request"	100000	0	0	0	0
"0xF2"	"0x8"	"0x53"	"0,1,2,3"	"L2_LINES_OUT.PREFETCH_DIRTY"	"L2 modified lines evicted by a prefetch request"	100000	0	0	0	0
"0x24"	"0x10"	"0x53"	"0,1,2,3"	"L2_RQSTS.IFETCH_HIT"	"L2 instruction fetch hits"	200000	0	0	0	0
"0x24"	"0x20"	"0x53"	"0,1,2,3"	"L2_RQSTS.IFETCH_MISS"	"L2 instruction fetch misses"	200000	0	0	0	0
"0x24"	"0x30"	"0x53"	"0,1,2,3"	"L2_RQSTS.IFETCHES"	"L2 instruction fetches"	200000	0	0	0	0
"0x24"	"0x1"	"0x53"	"0,1,2,3"	"L2_RQSTS.LD_HIT"	"L2 load hits"	200000	0	0	0	0
"0x24"	"0x2"	"0x53"	"0,1,2,3"	"L2_RQSTS.LD_MISS"	"L2 load misses"	200000	0	0	0	0
"0x24"	"0x3"	"0x53"	"0,1,2,3"	"L2_RQSTS.LOADS"	"L2 requests"	200000	0	0	0	0
"0x24"	"0xAA"	"0x53"	"0,1,2,3"	"L2_RQSTS.MISS"	"All L2 misses"	200000	0	0	0	0
"0x24"	"0x40"	"0x53"	"0,1,2,3"	"L2_RQSTS.PREFETCH_HIT"	"L2 prefetch hits"	200000	0	0	0	0
"0x24"	"0x80"	"0x53"	"0,1,2,3"	"L2_RQSTS.PREFETCH_MISS"	"L2 prefetch misses"	200000	0	0	0	0
"0x24"	"0xC0"	"0x53"	"0,1,2,3"	"L2_RQSTS.PREFETCHES"	"All L2 prefetches"	200000	0	0	0	0
"0x24"	"0xFF"	"0x53"	"0,1,2,3"	"L2_RQSTS.REFERENCES"	"All L2 requests"	200000	0	0	0	0
"0x24"	"0x4"	"0x53"	"0,1,2,3"	"L2_RQSTS.RFO_HIT"	"L2 RFO hits"	200000	0	0	0	0
"0x24"	"0x8"	"0x53"	"0,1,2,3"	"L2_RQSTS.RFO_MISS"	"L2 RFO misses"	200000	0	0	0	0
"0x24"	"0xC"	"0x53"	"0,1,2,3"	"L2_RQSTS.RFOS"	"L2 RFO requests"	200000	0	0	0	0
"0xF0"	"0x80"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.ANY"	"All L2 transactions"	200000	0	0	0	0
"0xF0"	"0x20"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.FILL"	"L2 fill transactions"	200000	0	0	0	0
"0xF0"	"0x4"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.IFETCH"	"L2 instruction fetch transactions"	200000	0	0	0	0
"0xF0"	"0x10"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.L1D_WB"	"L1D writeback to L2 transactions"	200000	0	0	0	0
"0xF0"	"0x1"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.LOAD"	"L2 Load transactions"	200000	0	0	0	0
"0xF0"	"0x8"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.PREFETCH"	"L2 prefetch transactions"	200000	0	0	0	0
"0xF0"	"0x2"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.RFO"	"L2 RFO transactions"	200000	0	0	0	0
"0xF0"	"0x40"	"0x53"	"0,1,2,3"	"L2_TRANSACTIONS.WB"	"L2 writeback to LLC transactions"	200000	0	0	0	0
"0x27"	"0x40"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.E_STATE"	"L2 demand lock RFOs in E state"	100000	0	0	0	0
"0x27"	"0xE0"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.HIT"	"All demand L2 lock RFOs that hit the cache"	100000	0	0	0	0
"0x27"	"0x10"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.I_STATE"	"L2 demand lock RFOs in I state (misses)"	100000	0	0	0	0
"0x27"	"0x80"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.M_STATE"	"L2 demand lock RFOs in M state"	100000	0	0	0	0
"0x27"	"0xF0"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.MESI"	"All demand L2 lock RFOs"	100000	0	0	0	0
"0x27"	"0x20"	"0x53"	"0,1,2,3"	"L2_WRITE.LOCK.S_STATE"	"L2 demand lock RFOs in S state"	100000	0	0	0	0
"0x27"	"0xE"	"0x53"	"0,1,2,3"	"L2_WRITE.RFO.HIT"	"All L2 demand store RFOs that hit the cache"	100000	0	0	0	0
"0x27"	"0x1"	"0x53"	"0,1,2,3"	"L2_WRITE.RFO.I_STATE"	"L2 demand store RFOs in I state (misses)"	100000	0	0	0	0
"0x27"	"0x8"	"0x53"	"0,1,2,3"	"L2_WRITE.RFO.M_STATE"	"L2 demand store RFOs in M state"	100000	0	0	0	0
"0x27"	"0xF"	"0x53"	"0,1,2,3"	"L2_WRITE.RFO.MESI"	"All L2 demand store RFOs"	100000	0	0	0	0
"0x27"	"0x2"	"0x53"	"0,1,2,3"	"L2_WRITE.RFO.S_STATE"	"L2 demand store RFOs in S state"	100000	0	0	0	0
"0x82"	"0x1"	"0x53"	"0,1,2,3"	"LARGE_ITLB.HIT"	"Large ITLB hit"	200000	0	0	0	0
"0x3"	"0x2"	"0x53"	"0,1,2,3"	"LOAD_BLOCK.OVERLAP_STORE"	"Loads that partially overlap an earlier store"	200000	0	0	0	0
"0x13"	"0x7"	"0x53"	"0,1,2,3"	"LOAD_DISPATCH.ANY"	"All loads dispatched"	2000000	0	0	0	0
"0x13"	"0x4"	"0x53"	"0,1,2,3"	"LOAD_DISPATCH.MOB"	"Loads dispatched from the MOB"	2000000	0	0	0	0
"0x13"	"0x1"	"0x53"	"0,1,2,3"	"LOAD_DISPATCH.RS"	"Loads dispatched that bypass the MOB"	2000000	0	0	0	0
"0x13"	"0x2"	"0x53"	"0,1,2,3"	"LOAD_DISPATCH.RS_DELAYED"	"Loads dispatched from stage 305"	2000000	0	0	0	0
"0x4C"	"0x1"	"0x53"	"0,1"	"LOAD_HIT_PRE"	"Load operations conflicting with software prefetches"	200000	0	0	0	0
"0x2E"	"0x1"	"0x53"	"0,1,2,3"	"LONGEST_LAT_CACHE.MISS"	"Longest latency cache miss"	100000	0	0	0	0
"0x2E"	"0x2"	"0x53"	"0,1,2,3"	"LONGEST_LAT_CACHE.REFERENCE"	"Longest latency cache reference"	200000	0	0	0	0
"0xA8"	"0x1"	"0x153"	"0,1,2,3"	"LSD.ACTIVE"	"Cycles when uops were delivered by the LSD"	2000000	0	0	0	0
"0xA8"	"0x1"	"0x1D3"	"0,1,2,3"	"LSD.INACTIVE"	"Cycles no uops were delivered by the LSD"	2000000	0	0	0	0
"0x20"	"0x1"	"0x53"	"0,1,2,3"	"LSD_OVERFLOW"	"Loops that can't stream from the instruction queue"	2000000	0	0	0	0
"0xC3"	"0x1"	"0x53"	"0,1,2,3"	"MACHINE_CLEARS.CYCLES"	"Cycles machine clear asserted"	20000	0	0	0	0
"0xC3"	"0x2"	"0x53"	"0,1,2,3"	"MACHINE_CLEARS.MEM_ORDER"	"Execution pipeline restart due to Memory ordering conflicts "	20000	0	0	0	0
"0xC3"	"0x4"	"0x53"	"0,1,2,3"	"MACHINE_CLEARS.SMC"	"Self-Modifying Code detected"	20000	0	0	0	0
"0xD0"	"0x1"	"0x53"	"0,1,2,3"	"MACRO_INSTS.DECODED"	"Instructions decoded"	2000000	0	0	0	0
"0xA6"	"0x1"	"0x53"	"0,1,2,3"	"MACRO_INSTS.FUSIONS_DECODED"	"Macro-fused instructions decoded"	2000000	0	0	0	0
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_0"	"Memory instructions retired above 0 clocks (Precise Event)"	2000000	1	1	"0x3F6"	"0x0"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_1024"	"Memory instructions retired above 1024 clocks (Precise Event)"	100	1	1	"0x3F6"	"0x400"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_128"	"Memory instructions retired above 128 clocks (Precise Event)"	1000	1	1	"0x3F6"	"0x80"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_16"	"Memory instructions retired above 16 clocks (Precise Event)"	10000	1	1	"0x3F6"	"0x10"
